policy_id,customer_id,policy_type,premium_amount,coverage_amount,policy_start_date,policy_end_date,policy_status,policy_risk_level
POL_368836,CUST_219453,life,1365,150000,2022-06-07,2023-08-02,active,medium
POL_267984,CUST_913450,health,1108,70000,2018-04-21,2020-07-13,active,medium
POL_110716,CUST_108806,health,2099,101500,2022-05-05,2025-04-10,active,medium
POL_746684,CUST_108806,auto,2504,30000,2018-10-21,2020-05-31,active,high
POL_397689,CUST_518557,life,1484,150000,2020-05-09,2022-08-25,active,medium
POL_616911,CUST_518557,home,1270,100000,2024-10-06,2026-05-23,active,medium
POL_909344,CUST_362630,health,2189,77000,2020-01-30,2021-12-07,active,high
POL_634724,CUST_537127,auto,860,25000,2019-11-23,2022-03-31,active,medium
POL_799516,CUST_537127,home,2102,100000,2019-12-23,2022-06-26,active,medium
POL_890696,CUST_212418,health,1811,70000,2019-03-11,2020-07-24,active,high
POL_393168,CUST_212418,home,1533,100000,2019-03-09,2020-08-18,active,high
POL_570070,CUST_862741,life,2117,187500,2024-03-17,2026-07-02,active,high
POL_971498,CUST_643385,auto,2159,32500,2021-03-19,2024-01-22,active,high
POL_841159,CUST_969751,life,650,150000,2018-06-02,2020-07-22,active,high
POL_521202,CUST_507678,auto,749,25000,2023-02-20,2025-02-09,active,low
POL_546053,CUST_702616,health,1981,70000,2018-05-31,2020-12-23,active,medium
POL_929610,CUST_702616,home,2206,100000,2019-08-10,2021-07-06,inactive,high
POL_175207,CUST_254925,health,3264,94500,2020-12-26,2023-06-12,active,low
POL_177837,CUST_254925,life,1721,202500,2021-02-04,2023-05-21,active,medium
POL_759479,CUST_704618,health,1211,70000,2024-11-26,2026-06-12,inactive,high
POL_172942,CUST_704618,auto,2107,25000,2022-09-14,2024-08-03,active,low
POL_929981,CUST_501681,life,607,165000,2019-03-31,2021-03-28,active,low
POL_541539,CUST_742800,home,1528,100000,2023-06-04,2025-10-29,active,medium
POL_540747,CUST_691426,health,1958,94500,2018-02-01,2019-05-28,active,high
POL_795633,CUST_691426,home,1394,110000,2018-03-09,2019-08-10,inactive,low
POL_519457,CUST_349910,life,1118,187500,2023-07-07,2024-08-06,active,medium
POL_318544,CUST_349910,auto,2073,25000,2024-04-11,2025-06-23,active,medium
POL_244282,CUST_202333,life,1606,150000,2022-05-05,2025-04-10,active,low
POL_781332,CUST_889509,home,1288,110000,2020-07-14,2022-07-23,active,low
POL_476850,CUST_903064,life,1124,202500,2018-03-20,2020-02-01,active,high
POL_842285,CUST_903064,auto,2350,27500,2022-08-30,2024-04-10,active,high
POL_404214,CUST_969680,life,1225,150000,2022-01-30,2023-06-20,active,low
POL_967859,CUST_969680,home,1195,100000,2018-08-23,2020-06-02,active,medium
POL_773847,CUST_340812,health,2115,70000,2018-03-31,2020-05-12,active,medium
POL_638455,CUST_697889,life,2064,150000,2022-03-10,2024-09-29,active,low
POL_373715,CUST_697889,auto,1685,25000,2019-10-03,2022-07-20,active,low
POL_453247,CUST_639853,health,1686,70000,2023-08-26,2024-11-20,active,high
POL_492852,CUST_362868,life,1782,150000,2019-10-30,2021-04-05,active,medium
POL_669268,CUST_362868,home,614,100000,2019-03-16,2021-05-10,active,high
POL_957767,CUST_131295,health,1299,70000,2018-06-27,2019-12-08,active,high
POL_993577,CUST_131295,auto,1747,25000,2020-01-16,2022-07-06,active,low
POL_466858,CUST_486140,home,1026,100000,2024-10-18,2026-11-25,active,medium
POL_605652,CUST_175472,auto,2487,27500,2019-01-23,2022-01-22,active,high
POL_808575,CUST_175472,home,798,110000,2022-02-07,2023-10-29,inactive,high
POL_876338,CUST_140107,life,1930,150000,2022-04-22,2023-07-19,active,low
POL_496206,CUST_507729,health,1261,77000,2020-06-21,2022-02-03,active,medium
POL_718982,CUST_699710,home,2266,110000,2021-06-05,2023-03-23,active,low
POL_154994,CUST_777534,health,1348,87500,2021-02-28,2022-10-20,active,low
POL_673833,CUST_800638,health,1378,87500,2022-10-29,2025-02-16,active,high
POL_555338,CUST_800638,auto,2090,25000,2021-10-29,2023-12-08,active,high
POL_467135,CUST_780440,health,2482,70000,2019-03-23,2021-02-21,active,medium
POL_725217,CUST_780440,life,1651,150000,2022-08-03,2023-08-06,active,medium
POL_636232,CUST_470590,health,1129,70000,2022-02-24,2024-05-18,active,medium
POL_593887,CUST_111049,health,2462,77000,2018-04-23,2019-07-09,active,high
POL_994677,CUST_410040,life,822,150000,2024-12-25,2027-01-19,active,low
POL_117876,CUST_410040,home,2273,100000,2023-04-14,2024-12-01,active,medium
POL_578561,CUST_551311,life,1098,150000,2018-04-27,2019-09-27,inactive,high
POL_312140,CUST_764162,health,1519,70000,2019-07-03,2021-11-22,active,low
POL_755305,CUST_764162,life,729,150000,2024-11-20,2027-01-31,active,high
POL_210830,CUST_432486,health,1124,70000,2022-03-08,2023-08-11,active,medium
POL_682891,CUST_432486,home,1098,100000,2022-05-23,2024-04-08,active,high
POL_304818,CUST_479801,auto,2365,25000,2024-01-03,2025-10-01,active,high
POL_822052,CUST_479801,home,1367,100000,2021-05-27,2023-01-13,active,high
POL_211516,CUST_989552,life,655,180000,2023-11-11,2025-08-17,active,medium
POL_464130,CUST_989552,auto,1518,30000,2024-06-15,2026-06-12,active,high
POL_679778,CUST_694831,auto,2163,25000,2023-02-05,2024-08-24,active,low
POL_724556,CUST_694831,home,1201,100000,2023-01-26,2025-09-08,active,medium
POL_545004,CUST_848348,home,1817,100000,2018-11-26,2020-11-12,active,low
POL_337680,CUST_628741,home,885,100000,2019-05-28,2022-02-28,active,low
POL_723726,CUST_622809,life,2103,150000,2022-07-08,2024-02-13,active,low
POL_916418,CUST_622809,home,1307,100000,2024-12-12,2026-09-28,active,high
POL_512371,CUST_823240,health,1522,70000,2024-06-24,2026-09-28,active,high
POL_711663,CUST_677918,health,1449,70000,2022-04-20,2024-04-29,active,medium
POL_659119,CUST_528601,health,1215,77000,2023-08-09,2024-11-27,inactive,low
POL_379138,CUST_528601,life,2068,165000,2021-12-30,2023-08-19,inactive,low
POL_747635,CUST_402813,life,1689,150000,2024-06-10,2027-03-26,active,medium
POL_191268,CUST_402813,home,2081,100000,2021-11-10,2023-03-06,active,medium
POL_960922,CUST_686434,health,1147,70000,2020-06-12,2022-03-28,active,medium
POL_136530,CUST_686434,life,619,150000,2019-09-17,2021-01-14,active,high
POL_744792,CUST_922777,life,707,150000,2020-01-18,2022-04-05,active,medium
POL_909342,CUST_922777,home,1771,100000,2023-05-22,2024-11-03,inactive,medium
POL_283606,CUST_441136,health,2642,87500,2020-09-05,2022-04-12,inactive,low
POL_168294,CUST_441136,home,1276,100000,2023-07-09,2025-01-28,inactive,high
POL_302858,CUST_417692,health,1345,70000,2019-12-16,2021-10-22,active,medium
POL_148392,CUST_417692,life,1691,150000,2018-10-20,2020-02-26,active,low
POL_265624,CUST_786193,health,1381,70000,2024-11-24,2027-02-26,active,medium
POL_713285,CUST_422699,home,1439,100000,2022-02-26,2024-05-03,active,low
POL_176445,CUST_864988,life,1807,150000,2023-04-04,2024-04-18,active,low
POL_808331,CUST_864988,auto,1767,25000,2024-02-03,2025-09-06,active,high
POL_182404,CUST_322003,health,2438,84000,2022-01-01,2023-10-27,active,medium
POL_212734,CUST_964692,health,1064,70000,2023-06-20,2026-05-22,active,medium
POL_273912,CUST_964692,auto,586,25000,2022-05-31,2024-05-20,active,high
POL_372997,CUST_373792,auto,1179,25000,2018-07-25,2019-08-26,inactive,medium
POL_659905,CUST_612001,auto,1266,25000,2023-09-17,2025-10-30,active,medium
POL_875013,CUST_280868,home,1766,100000,2019-09-13,2021-01-19,active,low
POL_754277,CUST_369433,home,537,100000,2021-11-20,2024-10-15,active,medium
POL_385358,CUST_272785,life,2280,187500,2019-04-18,2021-02-15,active,low
POL_102629,CUST_396133,home,1987,110000,2023-09-11,2026-07-16,active,low
POL_852250,CUST_758956,health,2383,70000,2019-08-13,2020-08-13,active,medium
POL_170963,CUST_758956,auto,2002,25000,2023-03-29,2024-09-21,inactive,medium
POL_650428,CUST_421758,home,556,100000,2022-10-24,2024-12-24,active,medium
POL_938255,CUST_856024,life,2448,202500,2024-04-04,2025-08-05,active,medium
POL_554826,CUST_537341,auto,1750,25000,2019-05-25,2020-08-14,active,medium
POL_508499,CUST_625751,life,722,150000,2018-06-16,2020-03-13,active,high
POL_733203,CUST_625751,home,1202,100000,2022-06-16,2024-06-23,active,high
POL_802685,CUST_309406,life,1924,180000,2019-01-29,2021-03-20,active,medium
POL_542417,CUST_826792,health,1233,70000,2019-02-21,2020-10-08,active,medium
POL_669558,CUST_188562,auto,2131,27500,2019-09-20,2020-10-28,active,medium
POL_205355,CUST_238231,life,2268,150000,2018-04-23,2019-09-12,active,low
POL_698595,CUST_783263,auto,2256,25000,2022-01-28,2023-02-22,active,medium
POL_608418,CUST_806338,home,2200,100000,2024-06-07,2026-02-28,active,high
POL_175309,CUST_457867,health,897,70000,2023-12-10,2026-06-22,active,high
POL_372702,CUST_222897,health,1409,94500,2024-04-06,2025-09-01,active,high
POL_824027,CUST_222897,life,1902,202500,2023-04-03,2025-11-03,active,medium
POL_936963,CUST_189461,auto,2395,25000,2021-06-30,2023-04-17,active,low
POL_550094,CUST_117897,life,1873,150000,2022-02-20,2024-03-11,inactive,medium
POL_294853,CUST_117897,home,682,100000,2024-09-25,2026-11-06,active,low
POL_289346,CUST_716101,health,955,70000,2020-08-23,2023-04-12,active,high
POL_949309,CUST_810072,health,1390,77000,2024-08-02,2026-12-09,active,medium
POL_941936,CUST_810072,home,668,100000,2020-03-06,2021-07-21,active,low
POL_104815,CUST_155034,health,1432,77000,2023-08-20,2026-08-12,active,high
POL_135539,CUST_155034,home,1585,110000,2023-05-04,2026-03-28,active,high
POL_335275,CUST_680994,auto,1296,27500,2019-04-14,2022-01-07,active,high
POL_119430,CUST_214742,health,2154,94500,2018-09-11,2021-05-20,active,medium
POL_797726,CUST_214742,life,1618,202500,2018-12-25,2021-02-01,active,medium
POL_354882,CUST_561688,health,2436,77000,2018-12-04,2021-08-10,active,low
POL_688609,CUST_561688,life,1160,165000,2018-05-16,2019-08-13,active,medium
POL_601354,CUST_754779,life,1699,150000,2021-12-03,2023-05-15,active,low
POL_512686,CUST_754779,home,727,100000,2024-03-02,2026-05-25,active,medium
POL_387951,CUST_426897,life,2279,150000,2020-01-31,2021-08-08,active,low
POL_833449,CUST_105153,life,820,150000,2021-10-05,2022-10-29,active,low
POL_157263,CUST_105153,auto,2467,25000,2021-07-02,2022-11-06,active,low
POL_733807,CUST_804751,health,2907,84000,2021-12-20,2024-08-05,active,high
POL_713757,CUST_132141,life,1957,150000,2020-01-13,2021-10-09,active,low
POL_128707,CUST_132141,home,1914,100000,2020-11-09,2022-08-05,active,high
POL_701513,CUST_983906,auto,2626,32500,2018-12-18,2020-12-05,active,high
POL_719643,CUST_167769,health,862,70000,2019-07-04,2020-08-25,active,medium
POL_505437,CUST_167769,life,2193,150000,2021-02-10,2023-08-17,active,low
POL_465400,CUST_824597,health,1629,70000,2024-04-16,2025-10-05,active,medium
POL_285102,CUST_824597,auto,1910,25000,2021-04-21,2022-12-01,active,low
POL_392906,CUST_885813,home,2128,100000,2023-05-31,2024-11-20,active,medium
POL_636604,CUST_786179,health,1718,94500,2021-11-10,2023-01-27,active,low
POL_534017,CUST_786179,life,827,202500,2018-06-06,2020-12-22,active,low
POL_651844,CUST_935734,health,2907,94500,2023-10-04,2024-10-05,inactive,medium
POL_643444,CUST_935734,life,3214,202500,2021-10-25,2023-06-11,active,high
POL_378016,CUST_692088,auto,1128,25000,2020-03-14,2021-08-14,active,low
POL_162052,CUST_228700,home,2355,100000,2022-01-06,2024-04-25,active,high
POL_708641,CUST_463034,life,1291,202500,2024-05-18,2026-06-05,active,low
POL_927832,CUST_311340,home,1147,100000,2023-07-11,2025-01-17,active,medium
POL_730565,CUST_746387,health,2224,70000,2024-06-14,2025-11-21,active,low
POL_881307,CUST_746387,auto,1933,25000,2022-10-30,2025-06-10,active,high
POL_863886,CUST_767567,health,1601,70000,2018-10-22,2020-01-01,active,medium
POL_153681,CUST_246207,auto,872,27500,2020-07-22,2022-11-25,inactive,low
POL_612927,CUST_112517,life,1938,150000,2018-10-20,2020-11-15,active,low
POL_957022,CUST_170890,health,1291,70000,2023-04-30,2024-10-31,inactive,medium
POL_139697,CUST_170890,auto,609,25000,2021-04-12,2022-07-02,active,low
POL_316507,CUST_943001,home,1355,100000,2018-03-09,2020-09-06,active,low
POL_901351,CUST_343938,health,1625,70000,2020-02-04,2021-02-22,active,high
POL_228037,CUST_343938,home,677,100000,2020-07-16,2023-04-29,active,high
POL_920039,CUST_660927,auto,1084,27500,2020-11-11,2022-01-18,active,medium
POL_171851,CUST_499848,life,2140,150000,2019-01-06,2021-11-29,active,high
POL_156312,CUST_126803,health,3110,94500,2019-11-18,2021-07-10,active,medium
POL_585127,CUST_355678,life,2183,150000,2020-08-01,2023-03-26,active,low
POL_654834,CUST_884374,health,2077,87500,2023-04-17,2024-10-16,active,medium
POL_417350,CUST_568397,life,2404,150000,2020-05-11,2021-06-21,active,low
POL_518505,CUST_568397,auto,2247,25000,2023-04-06,2026-02-20,active,high
POL_114731,CUST_936306,health,3153,94500,2024-08-03,2025-08-10,active,high
POL_547639,CUST_936306,life,3269,202500,2023-02-23,2025-11-15,active,medium
POL_735773,CUST_154697,health,822,70000,2023-02-14,2024-03-20,active,medium
POL_357802,CUST_154697,life,1585,150000,2019-09-04,2021-09-20,active,high
POL_438318,CUST_476213,health,1765,70000,2020-02-10,2022-07-30,inactive,medium
POL_757557,CUST_476213,home,2442,100000,2019-05-17,2021-08-30,active,high
POL_227346,CUST_187194,life,1034,150000,2021-10-04,2024-09-18,active,high
POL_333744,CUST_693645,health,1357,77000,2019-11-30,2022-10-17,active,low
POL_852542,CUST_693645,auto,1032,25000,2019-12-19,2022-01-03,active,high
POL_166652,CUST_856788,life,2019,165000,2022-01-25,2023-12-30,active,low
POL_955270,CUST_539794,health,1576,70000,2019-09-16,2022-06-25,active,low
POL_796677,CUST_539794,life,1408,150000,2018-01-06,2020-06-24,active,medium
POL_456043,CUST_816018,home,1060,100000,2020-09-23,2021-12-14,active,high
POL_401379,CUST_105207,home,2210,100000,2024-09-04,2026-11-21,active,high
POL_881667,CUST_941803,life,2187,150000,2018-02-15,2020-09-09,active,medium
POL_623678,CUST_941803,home,1893,100000,2021-10-19,2023-07-02,active,medium
POL_895405,CUST_998998,health,3365,94500,2020-08-25,2023-01-30,active,high
POL_335620,CUST_998998,home,816,110000,2022-11-17,2025-05-19,active,medium
POL_183564,CUST_988614,life,888,150000,2023-04-16,2025-10-03,active,high
POL_258495,CUST_988614,home,729,100000,2019-04-30,2021-07-10,active,low
POL_367858,CUST_380091,life,2495,150000,2024-05-20,2026-09-23,active,medium
POL_539380,CUST_380091,home,1363,100000,2020-04-05,2021-07-06,active,high
POL_807650,CUST_918253,auto,1918,25000,2021-11-13,2024-10-07,active,low
POL_744417,CUST_529652,life,1295,150000,2019-04-16,2022-04-15,active,low
POL_457766,CUST_529652,auto,1510,25000,2021-01-14,2022-10-25,active,low
POL_289589,CUST_472126,health,1727,70000,2021-03-28,2023-11-07,active,low
POL_991442,CUST_472126,home,2035,100000,2022-10-10,2023-12-15,active,high
POL_407639,CUST_819945,home,580,110000,2021-01-17,2023-07-01,active,low
POL_984264,CUST_890851,home,2487,100000,2021-01-05,2023-02-27,active,medium
POL_849512,CUST_805419,health,744,70000,2018-09-13,2020-10-08,active,high
POL_820936,CUST_805419,auto,2140,25000,2023-06-21,2025-01-09,active,high
POL_301983,CUST_186097,health,550,70000,2023-05-18,2025-05-13,active,medium
POL_269749,CUST_186097,life,1592,150000,2024-04-12,2025-11-06,active,high
POL_731732,CUST_404172,health,1164,77000,2021-09-11,2024-07-24,inactive,high
POL_300039,CUST_404172,life,2409,165000,2019-04-10,2020-12-06,inactive,low
POL_490816,CUST_570341,health,641,70000,2022-08-01,2025-04-03,inactive,medium
POL_535469,CUST_570341,auto,902,25000,2020-01-22,2021-10-30,active,high
POL_747109,CUST_609688,health,949,70000,2019-05-21,2021-07-22,active,medium
POL_620912,CUST_609688,auto,1629,25000,2020-03-10,2023-01-11,active,medium
POL_341158,CUST_288777,life,2006,202500,2018-08-08,2020-06-18,active,high
POL_675424,CUST_288777,auto,1670,27500,2023-08-19,2026-01-25,active,high
POL_859542,CUST_564435,health,1059,70000,2019-04-01,2021-04-19,active,high
POL_476832,CUST_265741,health,1371,70000,2021-02-28,2023-02-26,active,high
POL_373494,CUST_384002,life,1277,202500,2019-10-27,2022-04-12,active,low
POL_553606,CUST_842110,health,2288,70000,2020-12-26,2023-05-08,active,high
POL_379312,CUST_626830,home,1322,100000,2022-02-28,2025-02-07,active,medium
POL_720344,CUST_211037,health,500,70000,2023-10-22,2026-06-21,active,high
POL_640228,CUST_211037,home,1114,100000,2020-06-06,2021-11-18,active,low
POL_680194,CUST_163528,life,1312,150000,2018-01-23,2020-10-24,active,low
POL_283350,CUST_163528,auto,650,25000,2024-01-25,2026-06-09,active,low
POL_864259,CUST_409133,auto,1832,25000,2024-02-05,2025-08-16,active,low
POL_548845,CUST_363795,home,2384,100000,2018-04-30,2020-04-26,active,high
POL_312802,CUST_397741,home,2006,110000,2019-11-05,2022-09-16,active,high
POL_179922,CUST_223019,life,1378,150000,2022-07-30,2023-09-16,active,high
POL_993771,CUST_394008,home,2618,120000,2024-07-10,2025-10-28,active,low
POL_383851,CUST_803775,health,2916,84000,2022-11-02,2025-09-25,active,low
POL_133632,CUST_803775,home,2104,110000,2021-09-24,2024-03-30,active,medium
POL_148669,CUST_149561,health,2227,77000,2023-09-29,2025-08-11,inactive,medium
POL_471386,CUST_944311,health,1819,70000,2023-06-22,2025-02-23,active,low
POL_416660,CUST_944311,life,982,150000,2023-10-01,2026-03-25,active,high
POL_334574,CUST_389310,health,1946,94500,2018-09-19,2020-10-20,active,low
POL_526143,CUST_222959,health,1129,94500,2021-07-05,2023-07-03,inactive,low
POL_965648,CUST_222959,auto,2400,27500,2022-09-27,2024-11-17,inactive,high
POL_451908,CUST_164988,health,561,77000,2020-01-23,2021-09-07,inactive,low
POL_761273,CUST_740261,home,2284,100000,2019-01-15,2021-06-07,active,high
POL_994571,CUST_818934,life,2307,187500,2019-03-09,2020-07-06,active,high
POL_359917,CUST_818934,home,857,100000,2024-06-08,2025-08-18,inactive,low
POL_262561,CUST_441314,life,2164,150000,2018-10-31,2019-11-20,active,medium
POL_646244,CUST_441314,home,675,100000,2021-12-11,2024-09-27,active,low
POL_800174,CUST_558976,life,1043,150000,2024-06-12,2026-08-15,active,low
POL_327468,CUST_233353,health,1950,70000,2019-07-30,2021-04-04,active,low
POL_572206,CUST_911914,home,1709,100000,2024-06-20,2027-06-14,active,medium
POL_307069,CUST_560259,health,2443,70000,2021-10-11,2023-07-10,active,medium
POL_630576,CUST_560259,life,2120,150000,2021-01-26,2022-12-24,active,low
POL_988937,CUST_298907,home,1750,100000,2022-07-09,2024-02-04,active,medium
POL_333546,CUST_407805,health,925,70000,2018-02-10,2019-03-24,active,high
POL_800045,CUST_407805,life,514,150000,2019-02-10,2021-03-06,active,medium
POL_783859,CUST_952425,auto,2163,25000,2020-08-22,2022-06-09,active,low
POL_231851,CUST_497970,health,1249,70000,2018-07-11,2019-11-11,active,high
POL_402121,CUST_497970,home,1577,100000,2019-01-01,2021-08-30,active,low
POL_716222,CUST_130349,life,2244,165000,2019-01-03,2020-05-21,active,medium
POL_661388,CUST_130349,home,851,110000,2023-08-21,2024-12-02,active,medium
POL_505189,CUST_589383,auto,2002,25000,2019-02-05,2020-12-11,active,medium
POL_146585,CUST_912682,home,1352,100000,2020-08-26,2022-11-30,active,medium
POL_791655,CUST_725772,home,633,110000,2020-08-23,2023-06-09,active,medium
POL_485223,CUST_578207,auto,899,25000,2023-02-11,2026-01-31,active,low
POL_468599,CUST_327070,home,1022,100000,2020-09-07,2022-08-01,active,high
POL_259749,CUST_109032,life,1141,165000,2019-11-09,2021-03-17,active,high
POL_900015,CUST_365359,health,1596,70000,2021-05-15,2023-08-27,active,medium
POL_421779,CUST_365359,life,1292,150000,2024-11-08,2027-03-21,active,high
POL_261620,CUST_689526,auto,502,25000,2019-01-09,2021-10-31,active,medium
POL_202922,CUST_338723,health,720,70000,2022-03-10,2024-09-28,active,medium
POL_752398,CUST_483393,auto,707,25000,2024-02-07,2026-02-20,active,medium
POL_941928,CUST_106663,auto,616,25000,2023-09-19,2026-05-30,active,medium
POL_505413,CUST_896411,health,1186,70000,2024-03-11,2025-11-22,active,high
POL_429145,CUST_896411,home,1255,100000,2021-01-19,2023-09-22,active,medium
POL_584844,CUST_519287,life,2024,150000,2024-05-07,2026-08-28,active,medium
POL_357862,CUST_123537,auto,1254,25000,2018-09-30,2020-03-12,active,medium
POL_443782,CUST_804549,health,535,70000,2018-12-02,2021-11-15,active,low
POL_759460,CUST_173140,auto,866,25000,2021-04-18,2022-05-13,active,low
POL_722409,CUST_173140,home,1231,100000,2022-10-30,2024-04-15,active,high
POL_254970,CUST_392815,life,2159,150000,2018-04-06,2019-07-15,active,high
POL_720860,CUST_767198,auto,723,25000,2020-01-30,2021-03-13,active,medium
POL_642960,CUST_282181,health,1193,87500,2020-02-07,2021-03-03,active,low
POL_728013,CUST_481395,health,1108,70000,2018-12-13,2021-11-01,inactive,high
POL_597690,CUST_481395,home,1839,100000,2023-02-09,2025-07-17,active,low
POL_256291,CUST_590102,life,1091,150000,2020-09-07,2022-12-07,active,low
POL_430702,CUST_973198,auto,580,25000,2023-02-15,2024-10-03,active,medium
POL_625480,CUST_973198,home,703,100000,2022-05-18,2023-07-27,active,medium
POL_987445,CUST_577867,life,1746,180000,2023-07-31,2026-01-07,active,high
POL_436527,CUST_577867,auto,1483,30000,2022-01-28,2023-07-13,active,high
POL_766271,CUST_988891,home,1267,110000,2021-07-28,2023-06-24,active,high
POL_383380,CUST_714705,auto,1766,25000,2019-05-07,2021-03-24,active,low
POL_402966,CUST_618133,life,2982,180000,2022-09-21,2023-11-15,active,low
POL_102388,CUST_618133,home,1945,120000,2021-03-21,2022-11-16,active,high
POL_546889,CUST_199371,life,1936,187500,2022-07-15,2023-08-17,active,medium
POL_873974,CUST_199371,auto,1831,25000,2021-05-07,2023-03-10,active,low
POL_810242,CUST_441403,health,1242,70000,2018-07-24,2021-02-24,active,medium
POL_833513,CUST_441403,home,1685,100000,2023-07-29,2025-07-02,active,medium
POL_472747,CUST_968276,life,2261,202500,2019-02-18,2021-01-17,active,low
POL_700636,CUST_615898,life,1978,187500,2022-10-20,2024-05-13,active,medium
POL_107075,CUST_615898,auto,1566,25000,2021-01-17,2023-01-07,active,high
POL_507864,CUST_811492,home,1156,100000,2020-01-11,2022-09-19,active,medium
POL_530871,CUST_387193,health,1335,94500,2020-11-07,2023-03-07,active,high
POL_471299,CUST_440185,life,1528,150000,2024-10-27,2027-05-16,active,medium
POL_472705,CUST_440185,home,1623,100000,2021-07-05,2022-08-29,active,low
POL_131625,CUST_450659,health,2952,94500,2021-02-06,2022-12-18,active,low
POL_614196,CUST_450659,life,1939,202500,2020-12-08,2023-09-18,active,high
POL_718113,CUST_152933,health,608,70000,2021-02-04,2022-08-04,active,medium
POL_703803,CUST_152933,life,542,150000,2020-04-04,2022-06-16,active,low
POL_262103,CUST_398943,auto,1279,25000,2021-05-10,2022-06-15,active,low
POL_888893,CUST_398943,home,752,100000,2021-11-17,2023-09-18,active,high
POL_127584,CUST_642193,health,1876,84000,2021-03-24,2023-04-26,active,medium
POL_707766,CUST_112803,life,1236,150000,2021-06-08,2024-03-18,active,low
POL_306933,CUST_112803,home,542,100000,2022-08-10,2024-10-30,active,medium
POL_491946,CUST_647233,health,1735,70000,2022-03-20,2023-05-14,active,high
POL_141863,CUST_392086,health,1277,77000,2020-02-18,2022-09-28,active,medium
POL_536492,CUST_392086,life,1357,165000,2021-04-26,2022-11-08,active,low
POL_757354,CUST_843611,health,2149,70000,2018-11-27,2021-08-02,active,low
POL_682289,CUST_973038,health,651,70000,2018-11-01,2019-12-18,active,low
POL_669067,CUST_973038,auto,740,25000,2018-06-16,2020-01-24,active,medium
POL_135245,CUST_684182,health,1831,87500,2024-02-24,2025-03-21,active,medium
POL_922397,CUST_684182,life,2521,187500,2024-04-08,2026-12-14,active,high
POL_912573,CUST_187569,auto,761,27500,2022-07-09,2025-01-24,active,medium
POL_550749,CUST_983748,life,2972,187500,2022-09-02,2024-09-30,active,high
POL_192715,CUST_983748,home,1853,100000,2020-03-29,2021-10-15,active,medium
POL_336093,CUST_420805,auto,1156,25000,2024-02-02,2025-09-07,active,high
POL_926791,CUST_420805,home,635,100000,2023-07-02,2024-11-21,active,medium
POL_157111,CUST_600472,health,1741,70000,2019-03-19,2020-12-18,active,medium
POL_392977,CUST_353979,home,1124,100000,2024-09-06,2026-04-29,active,medium
POL_378084,CUST_333508,life,2966,180000,2024-09-29,2027-03-16,active,medium
POL_721324,CUST_333508,home,2212,120000,2021-02-28,2022-11-09,active,medium
POL_485372,CUST_644621,health,2387,77000,2023-06-19,2024-12-17,active,high
POL_798511,CUST_644621,life,1714,165000,2021-10-09,2023-06-03,active,medium
POL_118573,CUST_664649,home,1567,100000,2022-08-20,2024-01-23,active,low
POL_270284,CUST_969721,health,918,70000,2020-07-09,2021-08-14,active,low
POL_498066,CUST_665837,health,728,70000,2024-10-27,2026-03-14,inactive,high
POL_986211,CUST_945609,life,2155,202500,2022-06-21,2023-08-21,inactive,low
POL_823138,CUST_945609,auto,1655,27500,2021-12-24,2023-11-20,active,medium
POL_756353,CUST_319885,life,1244,150000,2021-11-16,2023-02-21,active,high
POL_495209,CUST_866125,life,688,150000,2023-03-26,2026-02-15,active,low
POL_410220,CUST_782108,auto,1339,30000,2022-09-14,2024-02-02,active,medium
POL_103251,CUST_103801,home,1060,110000,2023-05-10,2026-05-02,active,medium
POL_116641,CUST_981237,life,1789,150000,2019-01-03,2020-03-31,active,high
POL_512120,CUST_981237,auto,582,25000,2020-01-02,2022-10-22,active,medium
POL_717639,CUST_832355,health,1765,70000,2021-08-10,2024-06-12,active,medium
POL_476567,CUST_585126,health,1286,87500,2023-11-25,2026-07-23,active,medium
POL_455232,CUST_887685,health,1044,70000,2019-09-07,2022-01-22,active,high
POL_173587,CUST_998666,health,939,70000,2023-06-24,2026-02-11,active,low
POL_475518,CUST_439585,health,1242,70000,2022-12-15,2024-06-11,active,medium
POL_307523,CUST_746059,auto,1204,25000,2020-05-03,2022-09-23,active,medium
POL_737413,CUST_467872,home,892,100000,2024-02-18,2026-09-06,active,low
POL_276681,CUST_454384,auto,1764,25000,2018-05-07,2019-06-01,active,medium
POL_571065,CUST_628870,life,1163,202500,2018-10-23,2020-03-06,active,medium
POL_239303,CUST_381007,life,1395,165000,2022-05-13,2024-06-23,active,medium
POL_595290,CUST_381007,auto,1871,25000,2023-04-13,2025-10-21,active,medium
POL_425730,CUST_776965,health,1443,91000,2019-06-14,2021-11-10,active,high
POL_927670,CUST_902828,health,1195,77000,2023-06-06,2024-12-01,active,medium
POL_844279,CUST_397558,life,1019,150000,2019-09-01,2020-11-18,active,high
POL_684083,CUST_397558,auto,1024,25000,2021-03-22,2023-07-19,active,high
POL_553554,CUST_398115,life,1653,150000,2018-12-20,2020-07-14,active,medium
POL_408907,CUST_739841,auto,726,25000,2022-09-07,2025-02-25,active,high
POL_774613,CUST_480638,health,1868,70000,2024-05-10,2027-01-13,active,low
POL_656908,CUST_480638,auto,1796,25000,2020-08-22,2023-07-29,active,high
POL_190813,CUST_570948,home,2162,100000,2024-08-31,2026-07-12,active,medium
POL_719219,CUST_783381,health,1217,70000,2021-11-10,2022-11-13,active,medium
